,alpha,g0,g1,g2,g3,iterations,genotype length
273,1.0,0.117001708849788,0.3253693227635648,0.420615511354328,0.13701345703231912,35,94
274,1.0,0.18864752997387982,0.22573326306778363,0.46778770797884256,0.11783149897949408,31,96
275,1.0,0.16553265312858279,0.17446388439431393,0.044546442359110636,0.6154570201179926,27,66
276,1.0,0.28051595123044015,0.0810520656392175,0.07768103949318927,0.5607509436371532,31,64
277,1.0,0.17620694012077265,0.03479109989843901,0.31050931241929247,0.47849264756149584,35,94
278,1.0,0.2387600250248993,0.09119600353187078,0.11386923992550836,0.5561747315177216,38,94
279,1.0,0.10976620418090889,0.04791427033629876,0.12175960588135702,0.7205599196014353,32,74
280,1.0,0.36140794581653785,0.035396260531379724,0.16397267469962035,0.439223118952462,39,111
281,1.0,0.2184881661557564,0.21662573079486705,0.19310938425289934,0.3717767187964771,25,101
282,1.0,0.03682739001628407,0.17765467855645328,0.1471144788766154,0.6384034525506473,33,82
283,1.0,0.05467773305792482,0.23133794225971266,0.10626177366412641,0.6077225510182361,36,112
284,1.0,0.0743319407848812,0.061268999532789185,0.1921370588204071,0.6722620008619224,34,75
285,1.0,0.12168405543181787,0.14732374467435846,0.1046459879244914,0.6263462119693323,33,64
286,1.0,0.23524725129950724,0.08714707180288057,0.09662194013322199,0.5809837367643903,32,79
287,1.0,0.12989701268847198,0.12442004933523387,0.30055851386443466,0.44512442411185954,40,112
288,1.0,0.15412128436820122,0.09056428729363482,0.2088518451140242,0.5464625832241397,38,90
289,1.0,0.2420067646736362,0.0632972743041273,0.31487766965401554,0.37981829136822093,43,87
290,1.0,0.09829005141194312,0.22638401768802355,0.22412087423373142,0.45120505666630184,40,94
291,1.0,0.2026243696223468,0.12578664475469487,0.15020269254710716,0.5213862930758512,28,91
292,1.0,0.13769452004817231,0.058911993713056776,0.2776558150093844,0.5257376712293864,30,75
293,1.0,0.20646849563274572,0.12422847104024057,0.061866594580506036,0.6074364387465077,37,77
294,1.0,0.22315693280613438,0.06975924851314967,0.1796836562953925,0.5274001623853234,38,83
295,1.0,0.11502830611627532,0.13558837340711663,0.1423498545827459,0.6070334658938621,35,89
296,1.0,0.21239545568694368,0.035728963710388126,0.22723331559079146,0.5246422650118767,30,82
297,1.0,0.11328669740340028,0.11222580708533844,0.11652005009452515,0.657967445416736,28,84
298,1.0,0.18429158979631738,0.21175849979919367,0.16848695863672508,0.43546295176776395,27,65
299,1.0,0.1624078100640169,0.13752572703538987,0.2023786990736519,0.49768776382694124,30,114
