,alpha,g0,g1,g2,g3,iterations,genotype length
300,10.0,0.303085142738045,0.26231827745541025,0.2018207448912146,0.23277583491533024,16,98
301,10.0,0.34848944337566723,0.24754801522643533,0.22807998409887412,0.1758825572990234,16,91
302,10.0,0.31037080052812754,0.19758509620271875,0.2814182319455608,0.2106258713235929,13,73
303,10.0,0.3166363712337668,0.20509421316859064,0.20234204314937415,0.2759273724482684,16,80
304,10.0,0.37974044590037914,0.23820935027833914,0.17645736998119055,0.20559283384009117,14,48
305,10.0,0.3847698359083123,0.20314387849358012,0.2205070577593113,0.1915792278387963,18,106
306,10.0,0.42972944713907896,0.19628808112088883,0.17562000663800312,0.1983624651020291,17,82
307,10.0,0.33117033601927137,0.1790008180021712,0.2041209426673061,0.28570790331125134,15,79
308,10.0,0.29965964699844144,0.26772091408883203,0.22133409164833917,0.21128534726438727,13,77
309,10.0,0.3478270298850488,0.22140819222250763,0.25565010404086774,0.17511467385157578,17,80
310,10.0,0.3859012541443502,0.21282792697102068,0.20132796211167464,0.19994285677295442,15,72
311,10.0,0.3684029977921889,0.2615173628773907,0.20310972125913276,0.16696991807128764,18,96
312,10.0,0.3601877533369662,0.16341115486244406,0.22970956700483094,0.24669152479575882,16,82
313,10.0,0.30635811277862673,0.2668058216915118,0.277295499080616,0.14954056644924546,17,111
314,10.0,0.3823154677534208,0.23932706233260545,0.18327926166397485,0.19507820824999908,19,103
315,10.0,0.3350116500026064,0.21540884303872218,0.23825003361065347,0.211329473348018,16,72
316,10.0,0.3712293098955921,0.28037964467384807,0.16052318149071249,0.18786786393984736,16,84
317,10.0,0.42451365730998625,0.22866118799335225,0.2012299769038564,0.14559517779280515,18,99
318,10.0,0.3118488993127226,0.21349263761341053,0.20609424980864166,0.26856421326522517,16,84
319,10.0,0.4415418737442574,0.14372965832457044,0.19656616084532674,0.2181623070858455,15,85
320,10.0,0.3538979539971145,0.2531195993991947,0.23624196817291804,0.15674047843077282,16,104
321,10.0,0.32834110767871905,0.2645194835086683,0.21560933686935313,0.19153007194325952,15,73
322,10.0,0.3166647050781112,0.27929617357522374,0.20595480754806103,0.198084313798604,13,76
323,10.0,0.3975988316264083,0.2120451020275098,0.20180397522622917,0.18855209111985285,15,73
324,10.0,0.3512762239478613,0.2272395428928833,0.19498270245123908,0.22650153070801626,17,86
325,10.0,0.21795214977316685,0.32363945119373466,0.2538587585064252,0.20454964052667324,16,87
326,10.0,0.21629007678913997,0.3631866541426694,0.20453459953383568,0.21598866953435503,20,124
327,10.0,0.1958380670644668,0.42046427869206243,0.1622483304930319,0.22144932375043877,18,105
328,10.0,0.15954451910897693,0.4268522525139801,0.19840076515956415,0.21520246321747877,17,90
329,10.0,0.2107704289642975,0.3096945137996272,0.19502473907914172,0.2845103181569337,15,79
330,10.0,0.19631403095807126,0.4105055879035344,0.1955894794347067,0.19759090170368762,12,53
331,10.0,0.21931259543395662,0.3880897348035287,0.19636790296675086,0.1962297667957639,15,81
332,10.0,0.22726904835964026,0.3783034634685819,0.15698056345783556,0.2374469247139423,15,89
333,10.0,0.21478716261595765,0.41804995702082615,0.18529457312738687,0.18186830723582914,18,92
334,10.0,0.27111772049385846,0.3510644685192048,0.202077532729167,0.1757402782577696,16,90
335,10.0,0.23075725808184913,0.3901406911596627,0.16014179837106424,0.2189602523874239,16,77
336,10.0,0.22133215558500635,0.3329136496061493,0.23170069159844894,0.21405350321039546,15,98
337,10.0,0.25043634003611676,0.2947199709061508,0.2526304837590373,0.20221320529869521,14,99
338,10.0,0.19210863529936165,0.36867076396936077,0.28270944980355994,0.1565111509277177,15,78
339,10.0,0.20853814080905284,0.3817456790954168,0.2540632048549484,0.15565297524058208,16,89
340,10.0,0.1741258689479246,0.39087636223615063,0.24653004826465522,0.18846772055126948,17,88
341,10.0,0.21474224575948614,0.32746849192849015,0.2166294482995262,0.24115981401249756,15,76
342,10.0,0.18955155148917932,0.3904196230046883,0.21759859051336902,0.20243023499276344,13,61
343,10.0,0.21595979455698955,0.3833304285580598,0.183741010365932,0.21696876651901872,16,82
344,10.0,0.20534483686745886,0.3996755314461584,0.19117187799865387,0.20380775368772885,15,81
345,10.0,0.20052332121535435,0.3732050697732248,0.2242522864306941,0.20201932258072675,17,91
346,10.0,0.29105066096931015,0.38439867643097153,0.17458187179687223,0.149968790802846,15,95
347,10.0,0.20562476140370042,0.37389515990305666,0.22683030728566325,0.19364977140757955,17,95
348,10.0,0.22108871756381368,0.33758674095883073,0.2281838272553122,0.21314071422204348,18,108
349,10.0,0.26527012121723936,0.28730426150656896,0.20599496135046205,0.24143065592572968,16,121
350,10.0,0.17554493668817014,0.17942649023264598,0.36563742337648525,0.27939114970269857,15,75
351,10.0,0.19116514904008927,0.2005102026182278,0.3983874795113651,0.20993716883031782,16,102
352,10.0,0.2622874582564606,0.17567285179228065,0.3790008899981265,0.18303879995313216,12,59
353,10.0,0.18818572024080563,0.21086204136234915,0.36132264369695655,0.2396295946998887,15,87
354,10.0,0.18834130183562786,0.19573389394303023,0.42516138514658247,0.19076341907475935,14,66
355,10.0,0.2324921691949857,0.1890068905967256,0.37251327409096374,0.2059876661173249,17,114
356,10.0,0.1690687406869076,0.25633993222079693,0.3509319259039899,0.22365940118830543,13,73
357,10.0,0.23057179314888185,0.17963319667938918,0.3673399242033238,0.2224550859684052,15,88
358,10.0,0.18793248206270238,0.1622500745966272,0.4622198569161481,0.18759758642452232,15,71
359,10.0,0.17839348183984854,0.2619153061019342,0.3539881395187764,0.2057030725394409,14,80
360,10.0,0.18430481980531851,0.22351383081627407,0.3151853913141216,0.27699595806428595,16,98
361,10.0,0.16754924743471644,0.29518523492273113,0.25672819467821145,0.2805373229643409,13,74
362,10.0,0.2787051511351356,0.17749681900422445,0.35923515148951707,0.18456287837112287,12,61
363,10.0,0.23543314106340532,0.24147097357682504,0.31262058841120616,0.21047529694856362,14,92
364,10.0,0.17165659424509444,0.21272291305259985,0.3813149259152515,0.2343055667870543,16,89
365,10.0,0.21368954263733958,0.20545221373527095,0.31980081560181023,0.26105742802557924,13,78
366,10.0,0.25202180927693085,0.18865042447878874,0.34943940313488425,0.2098883631093961,15,83
367,10.0,0.23940474651246738,0.22515541524693194,0.3231596064248452,0.21228023181575542,13,64
368,10.0,0.20724934015606364,0.16237541647166423,0.4307817523358246,0.19959349103644755,14,77
369,10.0,0.19913549639837325,0.1819748360795308,0.3815049088372024,0.2373847586848935,16,97
370,10.0,0.1702762248445229,0.26473733994420307,0.34386342772097034,0.22112300749030386,17,110
371,10.0,0.1960005859958219,0.2657284740342828,0.38572974701057117,0.15254119295932414,13,73
372,10.0,0.18891672955145503,0.17600352182083281,0.35448508627171826,0.28059466235599384,14,75
373,10.0,0.19506725807886086,0.27942619669693236,0.32545320221150414,0.20005334301270258,15,94
374,10.0,0.21991419204133175,0.23922289643247893,0.34937700657267934,0.19148590495351006,15,96
375,10.0,0.2192325793733766,0.22468882523419526,0.16975107117876154,0.3863275242136666,14,66
376,10.0,0.25442791857627106,0.18643249135354678,0.1823594399172375,0.3767801501529447,12,64
377,10.0,0.22090608400265152,0.15547872702209573,0.2688545976529346,0.35476059132231824,16,94
378,10.0,0.23043206430281304,0.17875503628317632,0.18914747472581808,0.4016654246881925,14,94
379,10.0,0.19902977347295142,0.16031413465819241,0.1890883160872257,0.45156777578163054,14,74
380,10.0,0.29711413212589544,0.15102929346899618,0.20970859990673552,0.3421479744983729,16,111
381,10.0,0.23458783772537758,0.23382137461567395,0.22451668377682146,0.3070741038821269,14,101
382,10.0,0.15521250063640524,0.20053951932160197,0.2037763499862882,0.44047163005570455,13,82
383,10.0,0.1547013326280242,0.23125072887410703,0.17375434203640042,0.4402935964614683,15,112
384,10.0,0.18318150059543375,0.17164916867961494,0.21940893427594912,0.42576039644900215,14,75
385,10.0,0.20769260166577286,0.20870701906972086,0.2030049595050168,0.3805954197594895,14,64
386,10.0,0.23298151902320755,0.1789709463068,0.18922888906001653,0.39881864560997593,14,79
387,10.0,0.1911228344935997,0.19373187851053655,0.2674020314926669,0.34774325550319685,16,112
388,10.0,0.20291472718181539,0.17926646783032285,0.22436579741203555,0.3934530075758264,14,90
389,10.0,0.2383497897621125,0.17925473214338583,0.2739607145751605,0.3084347635193412,14,87
390,10.0,0.18991413214000394,0.23024817816400706,0.2341433423106808,0.34569434738530813,14,94
391,10.0,0.22837961459076578,0.19220827804540955,0.2075521177827166,0.37185998958110816,15,91
392,10.0,0.20326519251706943,0.16911080461099318,0.2521552307517837,0.37546877212015367,13,75
393,10.0,0.22365320445524922,0.20168199083751417,0.16745280277354563,0.407212001933691,14,77
394,10.0,0.23264732856431258,0.17544851920491514,0.2177668740710239,0.37413727815974834,14,83
395,10.0,0.19713032033391356,0.19967580437814894,0.19965969163446529,0.40353418365347216,16,89
396,10.0,0.23698832123210678,0.15730444549282022,0.23336667186600363,0.37234056140906935,15,82
397,10.0,0.19347844673723444,0.19129315056565377,0.1932919331566653,0.42193646954044656,16,84
398,10.0,0.22737806413453415,0.23410026027340916,0.21445278775575882,0.3240688878362979,12,65
399,10.0,0.20890131586263488,0.19051847576574657,0.22512884356650406,0.3754513648051144,17,114
